task,pool_size,actual_pool_size,repeat,gold_count,returned_count,positive_score_count,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
latex-formula-extraction,100,100,11,2,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
lean4-proof,100,100,11,2,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,100,100,11,1,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,100,100,11,2,10,13,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.5249810332008933,3
manufacturing-fjsp-optimization,100,100,11,1,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
mario-coin-counting,100,100,11,3,10,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
mars-clouds-clustering,100,100,11,3,10,5,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,100,100,11,3,10,6,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
multilingual-video-dubbing,100,100,11,6,10,30,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.5,0.7982650576674578,2
offer-letter-generator,100,100,11,1,10,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,100,100,11,5,10,4,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
paper-anonymizer,100,100,11,2,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
parallel-tfidf-search,100,100,11,3,10,7,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8710785440003369,1
pddl-tpp-planning,100,100,11,1,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,100,100,11,2,10,3,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
pedestrian-traffic-counting,100,100,11,4,10,6,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,100,100,11,4,10,33,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.9558295932317544,1
powerlifting-coef-calc,100,100,11,3,10,3,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5307212739772434,2
pptx-reference-formatting,100,100,11,1,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,100,100,11,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
python-scala-translation,100,100,11,6,10,16,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,100,100,11,1,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,100,100,11,4,10,11,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,100,100,11,2,10,15,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
reserves-at-risk-calc,100,100,11,1,10,17,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,7
sales-pivot-analysis,100,100,11,2,10,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,100,100,11,2,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
sec-financial-report,100,100,11,2,10,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,100,100,11,4,10,9,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,100,100,11,3,10,5,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
shock-analysis-demand,100,100,11,1,10,13,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
shock-analysis-supply,100,100,11,1,10,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,100,100,11,2,10,8,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,100,100,11,3,10,16,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.8854598815714874,1
speaker-diarization-subtitles,100,100,11,4,10,40,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9709286432396583,1
spring-boot-jakarta-migration,100,100,11,5,10,6,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,0.9896062251871525,1
suricata-custom-exfil,100,100,11,3,10,15,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,100,100,11,3,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,100,100,11,1,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,100,100,11,2,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,100,100,11,2,10,39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,100,100,11,6,10,16,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.6281870480351034,1
trend-anomaly-causal-inference,100,100,11,4,10,15,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.7606395682357036,2
video-filler-word-remover,100,100,11,3,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
video-silence-remover,100,100,11,7,10,13,1.0,1.0,1.0,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,1.0,0.9083745556952365,1
video-tutorial-indexer,100,100,11,1,10,39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,100,100,11,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,100,100,11,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,100,100,11,2,10,15,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6934264036172708,2
3d-scan-calc,100,100,12,1,10,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,100,100,12,5,10,11,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,0.9818483242455303,1
azure-bgp-oscillation-route-leak,100,100,12,1,10,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,100,100,12,1,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,100,100,12,4,10,10,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
court-form-filling,100,100,12,1,10,8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
crystallographic-wyckoff-position-analysis,100,100,12,2,10,16,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
dapt-intrusion-detection,100,100,12,2,10,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
data-to-d3,100,100,12,1,10,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,100,100,12,1,10,34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,100,100,12,4,10,7,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9709286432396583,1
earthquake-phase-association,100,100,12,4,10,3,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,100,100,12,1,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,100,100,12,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-ac-optimal-power-flow,100,100,12,3,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,100,100,12,4,10,7,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,100,100,12,1,10,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,100,100,12,2,10,7,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8503449055347546,1
exoplanet-detection-period,100,100,12,5,10,8,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8539316501572937,1
financial-modeling-qa,100,100,12,2,10,16,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8503449055347546,1
find-topk-similiar-chemicals,100,100,12,3,10,6,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,100,100,12,4,10,19,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
fix-build-google-auto,100,100,12,3,10,17,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
fix-druid-loophole-cve,100,100,12,2,10,10,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.7977228895450266,1
fix-erlang-ssh-cve,100,100,12,6,10,7,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.7409096387260824,1
fix-visual-stability,100,100,12,3,10,14,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041,1
flink-query,100,100,12,2,10,4,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
flood-risk-analysis,100,100,12,3,10,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,100,100,12,1,10,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,100,100,12,3,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,100,100,12,2,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,100,100,12,3,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,100,100,12,5,10,6,1.0,1.0,1.0,1.0,0.4,0.6,0.6,1.0,0.6548086577531307,1
invoice-fraud-detection,100,100,12,3,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jax-computing-basics,100,100,12,1,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,100,100,12,5,10,4,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5087403079104241,1
lab-unit-harmonization,100,100,12,1,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,100,100,12,4,10,15,0.0,1.0,1.0,1.0,0.25,0.25,0.5,0.5,0.35914753008966527,2
latex-formula-extraction,100,100,12,2,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
lean4-proof,100,100,12,2,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,100,100,12,1,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,100,100,12,2,10,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-fjsp-optimization,100,100,12,1,10,6,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
mario-coin-counting,100,100,12,3,10,5,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
mars-clouds-clustering,100,100,12,3,10,3,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,100,100,12,3,10,5,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
multilingual-video-dubbing,100,100,12,6,10,38,0.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,0.7634017248465546,2
offer-letter-generator,100,100,12,1,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,100,100,12,5,10,7,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
paper-anonymizer,100,100,12,2,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
parallel-tfidf-search,100,100,12,3,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pddl-tpp-planning,100,100,12,1,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,100,100,12,2,10,2,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
pedestrian-traffic-counting,100,100,12,4,10,10,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,100,100,12,4,10,42,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
powerlifting-coef-calc,100,100,12,3,10,2,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,100,100,12,1,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,100,100,12,1,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
python-scala-translation,100,100,12,6,10,12,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,100,100,12,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,100,100,12,4,10,13,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,100,100,12,2,10,18,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
reserves-at-risk-calc,100,100,12,1,10,16,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.2890648263178879,10
sales-pivot-analysis,100,100,12,2,10,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,100,100,12,2,10,19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
sec-financial-report,100,100,12,2,10,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,100,100,12,4,10,6,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,100,100,12,3,10,5,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041,1
shock-analysis-demand,100,100,12,1,10,10,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.38685280723454163,5
shock-analysis-supply,100,100,12,1,10,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,100,100,12,2,10,5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,100,100,12,3,10,14,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
speaker-diarization-subtitles,100,100,12,4,10,37,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9709286432396583,1
spring-boot-jakarta-migration,100,100,12,5,10,7,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,0.9818483242455303,1
suricata-custom-exfil,100,100,12,3,10,10,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,100,100,12,3,10,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,100,100,12,1,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,100,100,12,2,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,100,100,12,2,10,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
travel-planning,100,100,12,6,10,19,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5846156829012062,1
trend-anomaly-causal-inference,100,100,12,4,10,17,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.9558295932317544,1
video-filler-word-remover,100,100,12,3,10,8,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
video-silence-remover,100,100,12,7,10,11,1.0,1.0,1.0,1.0,0.42857142857142855,0.7142857142857143,0.8571428571428571,1.0,0.9083745556952365,1
video-tutorial-indexer,100,100,12,1,10,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,100,100,12,1,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,100,100,12,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,100,100,12,2,10,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
3d-scan-calc,100,100,13,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,100,100,13,5,10,12,1.0,1.0,1.0,1.0,0.6,0.8,1.0,1.0,0.9818483242455303,1
azure-bgp-oscillation-route-leak,100,100,13,1,10,14,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
citation-check,100,100,13,1,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,100,100,13,4,10,13,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,100,100,13,1,10,8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
crystallographic-wyckoff-position-analysis,100,100,13,2,10,10,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
dapt-intrusion-detection,100,100,13,2,10,7,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
data-to-d3,100,100,13,1,10,13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,100,100,13,1,10,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,100,100,13,4,10,13,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9493885684853097,1
earthquake-phase-association,100,100,13,4,10,3,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,100,100,13,1,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,100,100,13,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-ac-optimal-power-flow,100,100,13,3,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,100,100,13,4,10,5,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
enterprise-information-search,100,100,13,1,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,100,100,13,2,10,9,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.7977228895450266,1
exoplanet-detection-period,100,100,13,5,10,14,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
financial-modeling-qa,100,100,13,2,10,11,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8315546295836225,1
find-topk-similiar-chemicals,100,100,13,3,10,9,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,100,100,13,4,10,9,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
fix-build-google-auto,100,100,13,3,10,13,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.86034433104172,1
fix-druid-loophole-cve,100,100,13,2,10,17,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.14285714285714285,0.20438239758848611,7
fix-erlang-ssh-cve,100,100,13,6,10,8,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.7618870795651186,1
fix-visual-stability,100,100,13,3,10,14,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6508205185601091,1
flink-query,100,100,13,2,10,4,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
flood-risk-analysis,100,100,13,3,10,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,100,100,13,1,10,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,100,100,13,3,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,100,100,13,2,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,100,100,13,3,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,100,100,13,5,10,3,1.0,1.0,1.0,1.0,0.6,0.6,0.6,1.0,0.7227265726449519,1
invoice-fraud-detection,100,100,13,3,10,5,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
jax-computing-basics,100,100,13,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,100,100,13,5,10,6,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5087403079104241,1
lab-unit-harmonization,100,100,13,1,10,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,100,100,13,4,10,14,0.0,1.0,1.0,1.0,0.25,0.25,0.5,0.5,0.35914753008966527,2
latex-formula-extraction,100,100,13,2,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
lean4-proof,100,100,13,2,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,100,100,13,1,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,100,100,13,2,10,12,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5912352048230277,2
manufacturing-fjsp-optimization,100,100,13,1,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
mario-coin-counting,100,100,13,3,10,4,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
mars-clouds-clustering,100,100,13,3,10,5,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,100,100,13,3,10,4,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
multilingual-video-dubbing,100,100,13,6,10,33,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.9397911964740515,1
offer-letter-generator,100,100,13,1,10,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,100,100,13,5,10,6,1.0,1.0,1.0,1.0,0.4,0.4,0.4,1.0,0.5531464700081437,1
paper-anonymizer,100,100,13,2,10,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
parallel-tfidf-search,100,100,13,3,10,5,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
pddl-tpp-planning,100,100,13,1,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,100,100,13,2,10,4,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
pedestrian-traffic-counting,100,100,13,4,10,7,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,100,100,13,4,10,35,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
powerlifting-coef-calc,100,100,13,3,10,2,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
pptx-reference-formatting,100,100,13,1,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,100,100,13,1,10,2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
python-scala-translation,100,100,13,6,10,12,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,100,100,13,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,100,100,13,4,10,8,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,100,100,13,2,10,15,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5802792108518124,2
reserves-at-risk-calc,100,100,13,1,10,12,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.38685280723454163,5
sales-pivot-analysis,100,100,13,2,10,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,100,100,13,2,10,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
sec-financial-report,100,100,13,2,10,32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,100,100,13,4,10,7,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,100,100,13,3,10,6,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
shock-analysis-demand,100,100,13,1,10,12,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
shock-analysis-supply,100,100,13,1,10,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,100,100,13,2,10,12,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,100,100,13,3,10,16,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
speaker-diarization-subtitles,100,100,13,4,10,35,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9619991470595832,1
spring-boot-jakarta-migration,100,100,13,5,10,6,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1
